wallet,num_borrow,num_deposit,num_redeemunderlying,num_repay,total_borrow,total_deposit,total_redeemunderlying,total_repay,avg_tx_gap_sec,repay_borrow_ratio,total_transactions,activity_score,net_borrow,borrow_to_deposit_ratio,deposit_frequency,repay_frequency,repayment_efficiency,avg_repay_per_tx
0x00000000001accfa9cef68cf5371a23025b6d4b6,0,1,0,0,0.0,1987.6636548592714,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x000000000051d07a4fb3bd10121a343d85818da6,0,1,0,0,0.0,285694480361492.7,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x000000000096026fb41fc39f9875d164bd82e2dc,0,2,0,0,0.0,5152310624.158186,0.0,0.0,654405.0,0.0,2,3.0562066973713567e-06,0.0,0.0,3.0562066973713567e-06,0.0,0.0,0.0
0x0000000000e189dd664b9ab08a33c4839953852c,0,0,17,0,0.0,0.0,980360031666459.6,0.0,698369.9375,0.0,17,2.434236461908898e-05,0.0,0.0,0.0,0.0,0.0,0.0
0x0000000002032370b971dabd36d72f3e5a7bf1ee,15,250,130,4,6.029762086214078e+16,2.0657733084285222e+17,1.1287452027976197e+17,70150.26379074076,28843.251256281408,1.1634001937012773e-12,399,0.01383291236977801,6.029762086207063e+16,0.2918888564206034,0.008667238326928577,0.01,1.1634001937012773e-12,14030.052758148153
0x000000000a38444e0a6e37d3b630d7e855a7cb13,8,7,5,5,11631.431210321323,1.8390665686010516e+16,4617415427863044.0,11640.280239622172,141408.625,1.0007607859377612,25,0.00017679136055979216,-8.849029300848997,6.32463849265074e-13,4.9501580956741806e-05,0.19230769230769232,1.0006747539838348,1940.0467066036954
0x000000003853fcedcd0355fec98ca3192833f00b,0,8,0,0,0.0,76376315604.97202,0.0,0.0,97375.28571428571,0.0,8,8.215552627949897e-05,0.0,0.0,8.215552627949897e-05,0.0,0.0,0.0
0x000000003ce0cf2c037493b1dc087204bd7f713e,30,309,137,16,1.324157609026383e+17,4.5858619827629075e+17,2.995389076276758e+17,339812873060944.7,21732.24032586558,0.0025662569979928583,492,0.022638133689362995,1.3207594802957736e+17,0.28874781099029057,0.014217852256124321,0.032454361054766734,0.0025662569979928583,19988992532996.746
0x000000007858e6f2668e1e06111cfa24403a5466,0,1,0,0,0.0,142160666481.45407,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x00000001a0f57e850c9db68b4a9bc34677437c5c,0,1,0,0,0.0,1.7666525037857388,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x0000000506063a51c6ce59906d8c40f7d7fe92a7,24,26,10,9,5.975019617796154e+17,7.999916941682948e+17,8.010729370227364e+17,5.975686798284461e+17,38951.39705882353,1.0001116616397911,69,0.0017713929105775035,-66718048830720.0,0.7468852066030557,0.0006674813865944216,0.12857142857142856,1.0001116616397911,5.975686798284461e+16
0x00000029ff545c86524ade7caf132527707948c4,12,12,11,12,1.759512594809414e+18,3.254660503465467e+18,3.233387269617574e+18,1.7435939341859732e+18,3952.8260869565215,0.9909528009799982,47,0.011887219864083223,1.591866062344064e+16,0.5406132507325838,0.0030350348589148653,0.25,0.9909528009799982,1.3412261032199794e+17
0x00000087c4cebffb95746d1935de7fbcab092f40,62,86,57,45,2.316420103419422e+16,2.216919941662641e+16,3853680780685.42,1199151322612232.5,34874.815261044176,0.05176743721236426,250,0.007168291210650112,2.1965049711581988e+16,1.0448821628092524,0.0024658921764636383,0.17928286852589642,0.05176743721236426,26068507013309.402
0x000000e28faa823d5b53ff6c2922c28335840375,66,107,61,63,2.5596788392218025e+18,3.1340596137622083e+18,2.5958977317432873e+18,1.8523440568145644e+18,40049.32094594595,0.7236626831582187,297,0.007415670910623839,7.073347824072381e+17,0.8167294674235939,0.0026716390149385547,0.21140939597315436,0.7236626831582187,2.894287588772757e+16
0x000006eee6e39015cb523aebdd4d0b1855aba682,4,11,9,1,2.300705925998673e+16,4.284915292921578e+16,5.013114348760813e+16,2.3151274780815508e+16,132142.14814814815,1.0062683161371953,28,0.00021189142526412854,-144215520828780.0,0.5369314837563535,8.324305992519336e-05,0.034482758620689655,1.0062683161371953,1.1575637390407754e+16
0x00000a9c78912badb92d73b6ed26456e11def5eb,0,1,0,0,0.0,1.6927543127773312,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x00001bc47f0973f794f79c16121cee879e272d6a,0,0,4,0,0.0,0.0,53501.44012314356,0.0,1353723.6666666667,0.0,4,2.9548106040273083e-06,0.0,0.0,0.0,0.0,0.0,0.0
0x00002b503a75998c97508916a74fdb41934fa030,47,27,28,45,6.178981819947749e+17,2.2937294172388547e+18,1.5775225802578294e+18,4.2714778564618426e+17,74162.88356164383,0.6912915397601807,147,0.001982096850117294,1.9075039634859066e+17,0.26938582090410135,0.0003640586051235846,0.30405405405405406,0.6912915397601807,9285821427090962.0
0x0000897253cc85f7547317eb2080b36b3255687a,0,1,1,0,0.0,466185762066389.7,465532400028765.06,0.0,303662.0,0.0,2,6.586248571607341e-06,0.0,0.0,3.2931242858036705e-06,0.0,0.0,0.0
0x0000b252c943089fbba5554a1d196ef79bc77e4f,0,1,0,0,0.0,1.116218296466259,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x0000ce08fa224696a819877070bf378e8b131acf,1,3,10,0,1257932658028035.8,1967476047132.329,1492514578981658.0,0.0,503645.07692307694,0.0,14,2.7797297827732814e-05,1257932658028035.8,639.3636455502881,5.95656382022846e-06,0.0,0.0,0.0
0x00010a708585ba4812a1c5976182626c75cb7a6b,6,9,7,7,302687401622063.75,1143529118181716.0,21597027806407.523,302362674359930.25,245363.25,0.9989271860659105,29,0.00011819162734587456,324727262133.5,0.2646958409798569,3.6680160210788654e-05,0.23333333333333334,0.9989271860659071,37795334294991.28
0x00016fc0c9f7620e920e1423fd455f9574f48025,0,2,0,0,0.0,3145759276004.6475,0.0,0.0,141841.0,0.0,2,1.4100195992724299e-05,0.0,0.0,1.4100195992724299e-05,0.0,0.0,0.0
0x0002761e848b24046a53d494847b11a3e1d36b09,0,1,0,0,0.0,1002262174437.4796,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x00027e45436f11ec8549b7d5e0b86748ee61c13d,0,2,0,0,0.0,1.0112506095471125,0.0,0.0,617224.0,0.0,2,3.2403094495524323e-06,0.0,0.0,3.2403094495524323e-06,0.0,0.0,0.0
0x0003816b25fd3d6c112eb65c089760fa3f791947,1,1,1,1,2946593000000001.5,7122699059900505.0,7118472277000015.0,2946950500000006.0,49.333333333333336,1.0001213265625775,4,0.07947019867549668,-357500000004.5,0.4136905090640122,0.01986754966887417,0.2,1.000121326562577,1473475250000003.0
0x0003bbb966655dc0fbbb380797b07fc547e9ddc5,5,12,20,0,917.4028183810866,33171007704367.742,518709516654908.6,0.0,242024.52777777778,0.0,37,0.00015287643555506484,917.4028183810866,2.7656766612497616e-11,4.958154666650752e-05,0.0,0.0,0.0
0x0003d4fb942d0cad7fa1b658ad6d46ef6c15f11b,0,1,1,0,0.0,1049.4935366497111,1049.4937715306417,0.0,84.0,0.0,2,0.023529411764705882,0.0,0.0,0.011764705882352941,0.0,0.0,0.0
0x0003f46779806fe779e7f30eec95dbdb4d45840b,6,8,5,5,2095.927039250547,2186.046136065428,1399.922022756632,1474.2672201061496,311214.3043478261,0.7033962502021598,24,7.711703012258254e-05,621.6598191443973,0.9583369114568349,2.5705676707527513e-05,0.2,0.7030608087504374,245.71120335102492
0x0004849537dab5c33fc8c494d05313dfbe2d99f3,3,2,4,1,505.6751402199634,994.0621402142455,1335.6428532248508,543.4854055313201,787470.7777777778,1.0747718491656713,10,1.2698867797166911e-05,-37.810265311356716,0.5081844839469897,2.5397735594333824e-06,0.09090909090909091,1.0726506244126686,271.74270276566006
0x0004a89403e17f544bfbd25ecb1a7d9215a1d61b,1,1,0,0,518.3127324254524,2741759361949002.5,0.0,0.0,209.0,0.0,2,0.009523809523809525,518.3127324254524,1.890438452107647e-13,0.004761904761904762,0.0,0.0,0.0
0x0004d4112ee696dabc22b221bef156ecdaeb1a59,1,2,2,1,22653259187424.08,35395717480350.125,35395703322063.125,22653259187424.08,75.2,1.0,6,0.07874015748031496,0.0,0.6399999999999819,0.026246719160104987,0.14285714285714285,0.9999999999999558,11326629593712.04
0x0005696d4be2359526c497fe4a4c0620b41f2426,1,1,4,1,593.7611376147482,735687320698561.5,849860834336327.4,592.9530021211905,9259.0,0.9986389552256583,7,0.000755939524838013,0.8081354935577565,8.070835542618159e-13,0.00010799136069114471,0.125,0.9969598963698113,296.47650106059524
0x000660cad76200a2e326f53e033919905e6c50f5,0,1,0,0,0.0,1.06485257555633,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x00069a4bf1b2a8d5eded8e91347dbaa70796ff54,0,1,0,0,0.0,1153676531039.4421,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x00080000158a9930aeb508823103b0a977161c47,0,2,0,0,0.0,2617513598912.1426,0.0,0.0,862998.0,0.0,2,2.3174997885281444e-06,0.0,0.0,2.3174997885281444e-06,0.0,0.0,0.0
0x00099b1263c22ae2ce0a52624cef2a012e751970,0,2,0,0,0.0,1058147343307.2289,0.0,0.0,674950.0,0.0,2,2.963178067741214e-06,0.0,0.0,2.963178067741214e-06,0.0,0.0,0.0
0x0009ce45d5df78e632a0b4987079432dfba2253a,0,1,0,0,0.0,32446847156.000053,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x000a27ba176083e4b50177378cbe7469a00dd557,2,4,4,2,160.3863100380374,277.8849972393591,276.87438607237016,160.22581757470164,260661.63636363635,0.9989993381399092,12,4.603651742115985e-05,0.16049246333577116,0.5750983797109114,1.5345505807053285e-05,0.15384615384615385,0.9928092261167489,53.40860585823388
0x000a3d1bef684a7c029267a26068de56b1c1b4dc,8,18,12,5,73564641652974.08,1.932663909054446e+16,3.274390425565993e+16,13381.494379508398,53307.5,1.8190116989399363e-10,43,0.0008066255850380334,73564641639592.58,0.0038063856477231735,0.0003376572216438279,0.11363636363636363,1.8190116989399115e-10,2230.2490632513995
0x000ab43e658935ba39504a1424b01756c1e9644c,1,1,0,0,11365237938.343967,113652379383.43968,0.0,0.0,44.0,0.0,2,0.044444444444444446,11365237938.343967,0.09999999999912011,0.022222222222222223,0.0,0.0,0.0
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb,0,49,28,0,0.0,273511544478460.53,347968474267158.7,0.0,140136.63157894736,0.0,77,0.00054945983553762,0.0,0.0,0.00034965625897848547,0.0,0.0,0.0
0x000c8e2871750f458bf1de8ab528dda09bc95db6,1,1,1,1,2366767191230522.0,5480588573862458.0,5480588573862458.0,2366767191230522.0,20.0,1.0,4,0.19047619047619047,0.0,0.43184544129400626,0.047619047619047616,0.2,0.9999999999999996,1183383595615261.0
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,20,20,14,17,963.8765146793129,187610630403321.72,174357430362054.97,933.0977900335208,81640.55714285714,0.9680677719842232,71,0.0008696551423653465,30.778724645792067,5.137643387302653e-12,0.0002449732795395342,0.2361111111111111,0.9670644645586031,51.83876611297338
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,1,4,0,1,40.10267633402084,282105637602505.3,0.0,40.31433339845019,529878.4,1.0052778787796213,6,1.1323331308973325e-05,-0.21165706442934606,1.4215482070771831e-13,7.54888753931555e-06,0.14285714285714285,0.9808201556228556,20.157166699225094
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636,0,1,0,0,0.0,1218108806.2153707,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x000dd5baf04ffe492508f5f45ac3d9374b193f57,0,1,0,0,0.0,139205585052.03293,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39,3,1,2,2,886.7244790708098,760406186165331.4,502.2313169970222,503.6501564107848,994476.2857142857,0.5679894581669326,8,8.044427072312649e-06,383.074322660025,1.1661194966633432e-12,1.005553384039081e-06,0.2222222222222222,0.5673496318789818,167.8833854702616
0x000df66a4ac5991f672ae2db1e8fc38f1e7d46d9,0,6,2,0,0.0,7053997334319024.0,3355413476262104.5,0.0,250784.42857142858,0.0,8,3.1899780005445745e-05,0.0,0.0,2.392483500408431e-05,0.0,0.0,0.0
0x000e840a3122ec28d0c29321db172375cb049762,2,5,1,2,216.8257036891647,700190083689281.0,267.2482136741055,217.3913973215126,252442.88888888888,1.0026089786530055,10,3.9612763232313456e-05,-0.5656936323479158,3.096669157990872e-13,1.9806381616156728e-05,0.18181818181818182,0.9980061748439393,72.46379910717087
0x000e9bd1d42999446d60ff60f1fb3afb13604202,6,8,4,4,34.630956155900854,66654123810212.96,40909209225899.26,35.37800801727156,8119.428571428572,1.021571794264289,22,0.002709216614182925,-0.7470518613707071,5.195620942300057e-13,0.0009851696778847,0.17391304347826086,0.99290088827472,7.075601603454312
0x000eab293e332bd6e67018a9150e8807bfac3233,0,1,0,0,0.0,1097254760600.487,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x000f3b3cba440b4bd611d2ac4b6271400fb1e4e1,0,1,1,0,0.0,102377389231888.69,82488861486827.98,0.0,1354343.0,0.0,2,1.4767296934899849e-06,0.0,0.0,7.383648467449924e-07,0.0,0.0,0.0
0x000f4432a40560bbff1b581a8b7aded8dab80026,6,7,9,3,17603.97911970302,3.1488764002887652e+16,3.538938864516284e+16,17566.377247476397,65319.5,0.9978640129046428,25,0.0003827282399859156,37.60187222662353,5.590558942894254e-13,0.00010716390719605637,0.11538461538461539,0.9978073321209782,4391.594311869099
0x000f7f22bfc28d940d4b68e13213ab17cf107790,19,26,15,13,3.4436280280110064e+19,4.0942704988241535e+19,4.077799057890071e+19,3.433472565069429e+19,3392.402777777778,0.9970509407929744,73,0.02151232988846823,1.0155462941577216e+17,0.8410846398644136,0.007661925713701013,0.17567567567567569,0.9970509407929744,2.4524804036210207e+18
0x000f908720f9ce164d90f4fc89459fab4442907f,30,32,17,17,796443100395630.6,1533514206332143.8,1530030018753522.8,792775870146905.4,1231.1684210526316,0.9953954899641876,96,0.0779114270092947,3667230248725.25,0.5193581494758768,0.025970475669764896,0.17525773195876287,0.9953954899641864,44043103897050.3
0x000fbfec300959d0f2f327728a889c1f5de8e2df,1,3,3,1,140010630600290.3,591428253568978.1,350145507003633.0,139700011487765.86,99181.0,0.9977814605134434,8,8.06597971406102e-05,310619112524.4375,0.23673307752106004,3.024742392772882e-05,0.1111111111111111,0.9977814605134363,69850005743882.93
0x0011730224657eb527cf736039854c3a3f140e63,1,1,1,1,738025356182590.2,1507324205025001.8,1520678661300002.0,738025356182590.2,46.0,1.0,4,0.0851063829787234,0.0,0.4896261558875108,0.02127659574468085,0.2,0.9999999999999987,369012678091295.1
0x00120ea6fdbaf057eadc1bd149f957488444e92c,1,2,0,1,2.602967788219515,261125891711734.0,0.0,2.6163774015531507,1572.0,1.005151663187814,4,0.0025429116338207248,-0.013409613333635662,9.968248537732183e-15,0.0012714558169103624,0.2,0.7261728539754974,1.3081887007765753
0x0012668072f7e0579caf7e047713d8b6d476d0db,0,2,0,0,0.0,2296181487521.5225,0.0,0.0,239792.0,0.0,2,8.340527037903525e-06,0.0,0.0,8.340527037903525e-06,0.0,0.0,0.0
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,24,101,11,93,4965173744632387.0,1.838633810321085e+16,3814981339337055.0,935131957295062.5,23291.534782608695,0.1883382144091109,231,0.00991734056237089,4030041787337324.5,0.27004690747883653,0.004336153232898095,0.40086206896551724,0.18833821440911086,9948212311649.602
0x0012a7f00af8a643ba5a6aa187f915b4c13289df,0,0,1,0,0.0,0.0,9901298877476.562,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0x00130437654e7e86cbbeeaf34f4771df6a1fb45c,0,1,0,0,0.0,204240431458.08832,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x00133f29e7d424f4e5773532b3fc35d020e9c54e,0,2,0,0,0.0,2.4353377818598245,0.0,0.0,526544.0,0.0,2,3.798345820395218e-06,0.0,0.0,3.798345820395218e-06,0.0,0.0,0.0
0x0014dfac19477a83d7354e6eaac28642c1959398,6,10,11,9,18149.00162791084,8.672151626282626e+16,8.28358750569956e+16,18188.824774686098,74532.54285714286,1.0021942334675873,36,0.0004830040089332741,-39.823146775259374,2.0927910869208969e-13,0.0001341677802592428,0.24324324324324326,1.0021390161594013,1818.8824774686097
0x001589fe1923c2118f34e4277f2ef650fcbf0161,2,19,9,0,1419946916528212.8,3758467113608675.0,2176217106689400.2,0.0,395577.5862068966,0.0,30,7.583828105475183e-05,1419946916528212.8,0.377799478778692,4.803091133467616e-05,0.0,0.0,0.0
0x00159370cbe576b765a7fb2e78582e0cb563d445,7,10,2,0,2348736820286722.0,2451090777406979.5,1090721667688074.0,0.0,99978.05555555556,0.0,19,0.00019003980278091577,2348736820286722.0,0.9582414661816242,0.00010002094883206093,0.0,0.0,0.0
0x0015b3f0266cd7b1f4105cf8180d37e7bd0ccead,0,1,1,0,0.0,14.143677216766179,14.13060358607649,0.0,1758.0,0.0,2,0.0011370096645821489,0.0,0.0,0.0005685048322910744,0.0,0.0,0.0
0x0016469a65facda9e86fd0ae0e9661128843c224,1,1,0,0,4676133673.838556,20668510838.36642,0.0,0.0,0.0,0.0,2,2.0,4676133673.838556,0.22624434388045636,1.0,0.0,0.0,0.0
0x0016dcd1d3c93067dce5bb30dc33258f36d33308,0,1,0,0,0.0,202456720023.76752,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x00183135585d70a523d61b2e43037a7138b36906,13,15,16,10,3849790053752161.0,1662229387057669.5,729888321861661.8,1709073425633666.0,93152.09433962264,0.4439393841666597,54,0.0005796908882395668,2140716628118495.0,2.3160401829778223,0.000161025246733213,0.18181818181818182,0.44393938416665957,155370311421242.38
0x00184e8aa1e95f491f2d9601e12b540092160ded,1,1,1,1,24984797105800.02,102305711108000.08,102305711108000.08,24984797105800.02,24.0,1.0,4,0.16,0.0,0.24421703182752247,0.04,0.2,0.9999999999999599,12492398552900.01
0x0018583d7654803d2c59467e10dec5f70bbe1851,0,72,0,0,0.0,260583128.62381077,0.0,0.0,27009.408450704224,0.0,72,0.002665639067672921,0.0,0.0,0.002665639067672921,0.0,0.0,0.0
0x001875a076b3cfe1c9535d76b0345c16e3d61118,0,2,0,0,0.0,2.259609878203448,0.0,0.0,471652.0,0.0,2,4.2404055523870304e-06,0.0,0.0,4.2404055523870304e-06,0.0,0.0,0.0
0x0018d044b946ede86b43bb3b964a45772a5abeb9,2,9,9,2,1.1215514727063227,2.8720331146862184e+16,3.455014963041483e+16,1.121345368530205,219264.52380952382,0.9998162329762535,22,0.00010033497112437714,0.00020610417611766074,3.905078485938199e-17,4.104612455088156e-05,0.08695652173913043,0.528549687790407,0.37378178951006835
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,1,0,2,2,79.00412443596895,0.0,203832303511953.53,158.72329212505053,307012.75,2.0090507078993345,5,1.6285915533099088e-05,-79.71916768908159,79.00412443596895,0.0,0.3333333333333333,1.9839388687027533,52.907764041683514
0x0019bd9f6142943f3a03a8a62d0001a95213f555,0,1,0,0,0.0,126608392264.04059,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x001b024b98ee862aa01eea595c4c16a0213d2611,1,1,0,0,498.74059439622636,901292526286305.1,0.0,0.0,124.0,0.0,2,0.016,498.74059439622636,5.533615112190507e-13,0.008,0.0,0.0,0.0
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,6,10,9,7,234.8782142990087,46710787684152.52,332.4155061071014,235.2622310010467,64324.709677419356,1.001634960922979,32,0.0004974682776213995,-0.38401670203799654,5.028350536222928e-12,0.00015545883675668735,0.21212121212121213,0.997388553666168,29.407778875130838
0x001bc97d92e1a30b02d4e75be25f06063555d556,10,12,14,9,54445.837409092936,1.1472342231228867e+17,9.969631662068288e+16,54503.63129933802,18721.659090909092,1.0010614932746986,45,0.002403504746921875,-57.793890245084185,4.745834487127302e-13,0.0006409345991791667,0.1956521739130435,1.001043107239055,5450.363129933802
0x001be549fa377710b9e59d57bbdf593ce1e379ca,0,2,0,0,0.0,1586084926828.2158,0.0,0.0,1786590.0,0.0,2,1.1194503946342503e-06,0.0,0.0,1.1194503946342503e-06,0.0,0.0,0.0
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,0,2,0,0,0.0,1812428653548.6912,0.0,0.0,837960.0,0.0,2,2.3867459225429344e-06,0.0,0.0,2.3867459225429344e-06,0.0,0.0,0.0
0x001d2a3192a49e28cac0a7abcaa916648c62b982,0,1,0,0,0.0,1565990185332.6885,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,0,1,0,0,0.0,1.1337851305503868,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x001f96b7e19a54ae45f451b0148336504d03fdcf,0,1,0,0,0.0,566.6408226639782,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x001fbfc5e2b56d372d642f5f1b52b5cde4584779,0,5,1,0,0.0,1196303231679944.5,323603952335086.1,0.0,1179502.0,0.0,6,5.086888291085313e-06,0.0,0.0,4.239073575904427e-06,0.0,0.0,0.0
0x00202f8f6bb6f100241ce0726922f2bd4c7196ee,0,1,0,0,0.0,0.02360514637371101,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x0020c5222a24e4a96b720c06b803fb8d34adc0af,0,0,1,0,0.0,0.0,2068000.9228473718,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4,0,2,0,0,0.0,1157956333789.6023,0.0,0.0,528500.0,0.0,2,3.784288014592215e-06,0.0,0.0,3.784288014592215e-06,0.0,0.0,0.0
0x00222d56e0509a5e9ab05c588c548290a5e9f876,0,1,0,0,0.0,1105702376236.7202,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x002379916ac42a432f3b53f16782d33267debb4c,0,1,0,0,0.0,1188650795292.2615,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,0,2,0,0,0.0,2.259609878203448,0.0,0.0,471614.0,0.0,2,4.240747219660104e-06,0.0,0.0,4.240747219660104e-06,0.0,0.0,0.0
0x0023d9ffe7d793895c5da5833d56c737832ead2b,0,2,0,0,0.0,15.189578905507386,0.0,0.0,74.0,0.0,2,0.02666666666666667,0.0,0.0,0.02666666666666667,0.0,0.0,0.0
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,0,1,0,0,0.0,5.129981410556754,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff,0,2,0,0,0.0,3103305498262.0957,0.0,0.0,87642.0,0.0,2,2.281984870440309e-05,0.0,0.0,2.281984870440309e-05,0.0,0.0,0.0
0x0024461e7a8ce7157866eaa4c24b702d328250ce,0,0,1,0,0.0,0.0,1015.376097255415,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0024511a019f836ddd88902bb516b4f0b3a2dcf9,0,1,0,0,0.0,26044090290.244564,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x00246f7813397868b1beec56e1677efa47816dae,9,30,3,2,5.816299443463209e+18,7.438978731874705e+18,7.001681424629034e+18,5.472177717614791e+18,42249.232558139534,0.9408349365101606,44,0.0010414143860498911,3.441217258484183e+17,0.7818680027328747,0.0007100552632158348,0.044444444444444446,0.9408349365101606,1.8240592392049303e+18
0x0025a856d01a898bd52286d56c52323b13937b65,0,1,0,0,0.0,142202497421.8183,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x00261d225db379b3fc74cd0228d6f90582d39035,1,1,0,0,4713438272.3885975,32239917783.138004,0.0,0.0,0.0,0.0,2,2.0,4713438272.3885975,0.146198830404822,1.0,0.0,0.0,0.0
0x00262ffcfda82b5582d1905ca05b849f196b0419,3,4,2,1,57.24285810787879,101.41967361600112,101.03588165764046,56.95340624693983,36100.0,0.9949434414963442,10,0.00027700063710146534,0.2894518609389607,0.5589049065172542,0.00011080025484058613,0.09090909090909091,0.9778607729285776,28.476703123469914
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,0,1,0,0,0.0,162091424281.99927,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,0,1,0,0,0.0,1.8629892980475518,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,0,1,0,0,0.0,204590866403.1135,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x002775390698ef16589bb22bba37ae7906ae2f36,7,17,1,5,68522936271816.086,81790043756761.56,11.659678779087674,3386308266868.1675,60373.24137931035,0.04941861004664765,30,0.000496900653567147,65136628004947.92,0.8377906787236615,0.0002815770370213833,0.16129032258064516,0.04941861004664693,564384711144.6946
0x0027c6cd01364a3c5d29f72269b36dfe85628193,0,1,0,0,0.0,1.8864509259060724,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x0027f7335d610f15b325baa5798414548720fcaa,2,6,3,2,1568.6763662421108,646588504693710.8,4252.4861684744465,1571.6110933811847,9735.0,1.0018708302121644,13,0.0013352506162695153,-2.934727139073857,2.426081433330138e-12,0.0006162695152013147,0.14285714285714285,1.0012325643557376,523.8703644603949
0x00283b611db7844cb5677b311afd67c8e3078518,0,1,0,0,0.0,7.20152067392015,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x00296e3cb10f1ddf6be160aa9722d7a288957b66,0,1,0,0,0.0,37375320100.34612,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x0029ab135b5be72168bf80f140d60a9264dbd0c5,0,2,0,0,0.0,2123490954986.433,0.0,0.0,320940.0,0.0,2,6.231674980759703e-06,0.0,0.0,6.231674980759703e-06,0.0,0.0,0.0
0x002a63fb3bb81ccc222e2d8192eb95a5767a2151,0,1,0,0,0.0,1.1058755718750974,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0x002aea16059a7d4bef638a03b61a9e80ef07e745,10,12,14,5,962299598210510.1,2085940883981687.0,2448877380235482.5,583822.8517532286,178545.625,6.06695516488736e-10,41,0.00022963189587033638,962299597626687.2,0.46132639980364754,6.720933537668382e-05,0.11904761904761904,6.066955164887353e-10,97303.80862553809
0x002bb13a55bf4525f02717708dd4534ecc475193,0,2,0,0,0.0,3.1415513028579416,0.0,0.0,68.0,0.0,2,0.028985507246376812,0.0,0.0,0.028985507246376812,0.0,0.0,0.0
